id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
34645293,STUNNING 4 BEDROOM DUPLEX LUXURY BUILD. ROOF & GYM,261368719,Javier,Brooklyn,Bushwick,Entire home/apt
34645572,Reliable vacation Home,152246149,Catherine,Bronx,Throgs Neck,Private room
34646105,STYLISH 2 BEDROOM IN LUXURY BUILDING ROOF & GYM,261376215,Carmen,Brooklyn,Bushwick,Entire home/apt
34646217,Beautiful Duplex North of Chelsea (Penn Station),5258749,Bani,Manhattan,Chelsea,Entire home/apt
34646244,Room in 4 bed 2 bath by J train with Queen bed,10387090,Luis Enrique,Brooklyn,Bedford-Stuyvesant,Private room
34646398,Artsy bedroom w/garden & private bathroom .,1179779,Sandrine,Brooklyn,Bedford-Stuyvesant,Private room
34646805,MODERN AND NEWLY 4 BEDS / 2 BATHS IN LUXURY BUILD.,233879443,Kate,Brooklyn,Bushwick,Entire home/apt
34647032,Your Dreamaker on Times Square NYC,259087876,Dennis,Manhattan,Theater District,Private room
34647478,Cozy/quiet home amongst hippest NYC neighborhoods,6895430,Beth,Queens,Ridgewood,Entire home/apt
34647648,Shared Apartment 1 bed in the living room Qsubway,172369331,Abby,Brooklyn,Sheepshead Bay,Shared room
34647727,Your Haven on Times Square in NYC,259087876,Dennis,Manhattan,Midtown,Private room
34648133,"Awesome, Large, Sunny
Three Bedroom House!!!",758655,Allison,Brooklyn,Bedford-Stuyvesant,Entire home/apt
34648330,2br Apartment 30min from Manhattan,260874869,Rute,Queens,Ridgewood,Entire home/apt
34648504,Sweet Sunshine,20851517,Maggie,Manhattan,Hell's Kitchen,Private room
34649031,"Leafy, Quiet One Bedroom, W. Village",214187963,Amanda,Manhattan,West Village,Entire home/apt
34649628,Super private room and bath with private entrance,40632179,Valentina,Manhattan,Harlem,Private room
34649950,"Neat, luxury apartment bedroom for rent!",46344957,Siyi,Manhattan,Midtown,Private room
34650619,A HOME GROWS AND AWAIT'S YOU IN BROOKLYN,261412334,Spice,Brooklyn,Canarsie,Entire home/apt
34650667,Unique Home Besides Times Square!! NYC!!!,261375719,Vivian,Manhattan,Hell's Kitchen,Entire home/apt
34650966,PARK VIEW ROOM W DOUBLE CLOSET,1190978,Linden & Bah,Manhattan,Harlem,Private room
34651712,"Artsy 1BR loft style in East Village (IT, PT, EN)",4264648,Andy,Manhattan,East Village,Entire home/apt
34651745,Beautiful private room 20-25 min from Times Square,40632179,Valentina,Manhattan,Harlem,Private room
34651960,BIG ROOM GREAT LOCATION,255618027,Cc,Brooklyn,Bushwick,Private room
34652342,Beautiful Room in Manhattan,40632179,Valentina,Manhattan,Harlem,Private room
34652720,Adorable cozy apartment near access to all #3,175116422,Karilyn,Staten Island,Grant City,Entire home/apt
34652761,Entire 1 Bedroom Apartment with Rooftop Access,37426897,Rosie,Brooklyn,Clinton Hill,Entire home/apt
34653238,Bedroom with a Backyard,4027507,Bubby,Brooklyn,Clinton Hill,Private room
34653507,Perfect Manhattan apartment,72977337,Sara,Manhattan,Gramercy,Entire home/apt
34653572,Bright room in newly renovated duplex apartment,3042136,Jenni,Brooklyn,Red Hook,Private room
34653695,"Cozy, renovated Upper East Side apartment",5120563,Cristina,Manhattan,Upper East Side,Entire home/apt
34654078,Nice room,261448151,Bilhal,Bronx,Longwood,Private room
34654811,"JUST 4.5 MILES FROM MANHATTAN, NEAR THE TRAIN",132786535,Carlos,Queens,Middle Village,Entire home/apt
34655267,"NEW-Amazing 1 Bed. Apt., 10 Mins. to Manhattan!",78733280,Randy,Queens,Woodside,Entire home/apt
34656064,Cozy Storefront Loft (with shag rug),121083075,Sampson,Queens,Maspeth,Shared room
34656150,Private Room in prime Brooklyn,96379433,Satish,Brooklyn,Sunset Park,Private room
34656363,Loft-style Designer Studio,9914596,Oren,Manhattan,Upper West Side,Entire home/apt
34658339,Beautiful apartment on UWS for couple or single!,34331,Eveline,Manhattan,Upper West Side,Entire home/apt
34659522,Private area  for comfortable and pleasant stay.,204928236,Anup,Bronx,Parkchester,Shared room
34659944,Five-star luxury Apt in Chelsea !,152747338,Paola,Manhattan,Chelsea,Entire home/apt
34664546,private room w/ separate entrance in quiet area,4259761,Kiwa,Queens,Flushing,Private room
34665010,Entire Newly Renovated 2 Bedroom Private Home,52577963,Mark,Queens,Woodhaven,Entire home/apt
34665824,New York sleeping share Couchsurfer & Backpacking,38483415,Florentino,Manhattan,East Harlem,Shared room
34666999,Charming studio steps from Brooklyn Bridge!,21263506,Vikki,Brooklyn,Vinegar Hill,Entire home/apt
34668348,Huge 1 Bedroom in LES,106538072,Erin,Manhattan,Lower East Side,Entire home/apt
34670157,B-COZY ROOM DORM STYLE 1 GIRL NEEDED TO SHARE NICE,213208277,Darry,Brooklyn,Borough Park,Shared room
34670295,Mini mansion,257320771,Ramie,Brooklyn,Bay Ridge,Entire home/apt
34670423,Newly Renovated Modern Home,259426283,Keymi,Manhattan,Inwood,Private room
34670547,J- COZY ROOM FOR 1 FEMALE FREE WIFI & COFFEE,213208277,Darry,Queens,South Ozone Park,Shared room
34670672,Beach Front Escape - Rockaway Surf Beach!,8893700,John,Queens,Arverne,Entire home/apt
34671704,"Modern and fun 2 bdrm in Williamsburg, Brooklyn",95015886,Gali,Brooklyn,Williamsburg,Entire home/apt
34672846,Lux Apt in Heart of Downtown *GREAT LOCATION,252836607,Alexis,Manhattan,Financial District,Entire home/apt
34673353,30day min High flr apt in the center of Manhattan,261560877,Edit,Manhattan,Theater District,Entire home/apt
34673695,Home SWEET Home for a day or 2,261563626,Jacqueline,Queens,St. Albans,Private room
34673706,Wonderful Williamsburg,253843480,Yus,Brooklyn,Williamsburg,Private room
34674199,"Bright, sunny, home in Clinton Hill w/amazing roof",5441056,Elissa,Brooklyn,Bedford-Stuyvesant,Private room
34675072,Bright and beautiful One bedroom apt in Soho.,261559275,Deb,Manhattan,SoHo,Entire home/apt
34675093,Pann Station \ Javits Center Apartment,3736053,Nyelli,Manhattan,Chelsea,Entire home/apt
34676486,Luxury Manhattan Suite & uninterrupted views,261581535,Alex,Manhattan,Hell's Kitchen,Entire home/apt
34677950,Brooklyn brownstone 1st floor studio apt.,258006547,Eli,Brooklyn,Bedford-Stuyvesant,Entire home/apt
34677972,Kings Highway Cozy House,167043905,DeAnn,Brooklyn,Flatlands,Private room
34678207,"Live on Ludlow.  Renovated, comfortable apartment",25189614,Liliana,Manhattan,Lower East Side,Entire home/apt
34678628,Stay Near the Williamsburg Bridge!,261597311,Emiliano,Brooklyn,Williamsburg,Entire home/apt
34678758,"Spacious Studio in the East Village, NYC",261589968,Carmen,Manhattan,East Village,Entire home/apt
34678944,"Cozy room at Downtown Manhattan, Chinatown, Soho",250825715,Cherry,Manhattan,Chinatown,Private room
34679559,Stunning Luxury Apartment,261605025,Shlomi,Queens,Kew Gardens Hills,Entire home/apt
34679833,Beautiful Brownstone apt in Crown Heights Brooklyn,128452734,Paul,Brooklyn,Crown Heights,Entire home/apt
34679993,Garden + Sunroom Townhouse Near Central Park!,258066921,Nathalie + Nick,Manhattan,Upper East Side,Entire home/apt
34680877,Cozy bedroom in a spacious apt with a backyard,55026020,Jelena,Brooklyn,Gowanus,Private room
34680900,Massive 3 BR/2 BR + Dinning Room Prime Manhattan,146001596,Joel,Manhattan,Midtown,Entire home/apt
34681035,Renovated with your own bathroom next to Columbia!,25182524,Paola,Manhattan,Harlem,Private room
34681488,"Private area Smoking/non smoking, great area",261604139,Brandi,Bronx,Williamsbridge,Private room
34681597,One Bedroom 12/3 & 12/4 -Rockefeller Tree Lighting,45733814,Lisa,Manhattan,Midtown,Private room
34681778,Huge Morden Ultra Luxurious Loft,220762164,Sherley,Brooklyn,Bushwick,Entire home/apt
34683256,Sunny bedroom in Chinatown !,33758870,Janko,Manhattan,Two Bridges,Private room
34683938,Luxury 1 bedroom w/ Comfy Casper Mattress,261632991,Sideem,Queens,Astoria,Entire home/apt
34684535,The Penthouse on Tompkin Sq Park,22336945,Andrew,Manhattan,East Village,Entire home/apt
34684755,Easy Breezy Beautiful Crown Heights One Bedroom,261427783,Meeks,Brooklyn,Crown Heights,Private room
34684980,Sonder | 116 John | Cozy Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt
34685343,Clean and comfortable private room,16597509,Sally,Brooklyn,Greenpoint,Private room
34685997,Romantic Brand New Oceanfront Studio in Arverne,261647593,Kosta,Queens,Arverne,Private room
34686108,Modern Upperwest Side Condo,259952789,David,Manhattan,Harlem,Entire home/apt
34686293,"Inviting , Cozy and Clean and room like home.",131234868,Salome,Manhattan,Washington Heights,Private room
34686619,Quiet Private Room near Subway,261654878,Kathryn,Brooklyn,Bensonhurst,Private room
34686718,Clean and Sunny room in Astoria,248555214,Michelle,Queens,Astoria,Private room
34687035,Hotel-like Small PrivateRoom Single Bed 25 Min NYC,48684597,David,Queens,Maspeth,Private room
34687140,Bensonhurst,261651359,Suraye,Brooklyn,Bensonhurst,Private room
34687192,Sanctuary Studio in Long Island City,183818356,Sylvia,Queens,Astoria,Entire home/apt
34687393,Cozy bedroom in the hearth of NYC!,43359332,Veronica,Manhattan,Midtown,Private room
34688096,BEAUTIFUL 4BEDS / 2 BATHS -  ROOF & GYM,261669663,Brenda,Brooklyn,Bushwick,Entire home/apt
34688471,Sleep comfort,156505456,John,Brooklyn,East New York,Private room
34688735,步行9分钟到缅街中心的独立电梯房,151810361,Jungyen,Queens,Flushing,Private room
34688764,COZY APARTMENT IN LUXURY BUILDING,261675838,Jordan,Brooklyn,Bushwick,Entire home/apt
34690202,Simple,231858639,Sterling,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt
34690725,"15分钟到纽约城市广场,下楼即是地铁站",83680039,Evelyn,Queens,Long Island City,Private room
34692728,"步行9分钟到法拉盛缅街中心的电梯房,提供免费矿泉水可乐",151810361,Jungyen,Queens,Flushing,Private room
34698543,Harlem Roots Chic Apt,261728099,Jade,Manhattan,Harlem,Entire home/apt
34702046,No.3,257683179,H Ai,Queens,Flushing,Private room
34702516,Confortable studio,253304582,Iris,Queens,Corona,Entire home/apt
34704536,Large Family Room/ parking available,252646618,Michael,Queens,Astoria,Private room
34705150,Bright & Modern Brooklyn Apartment,57399783,Desiree,Brooklyn,Crown Heights,Entire home/apt
34705589,Washington Square Park Studio,13352650,Anthony,Manhattan,Greenwich Village,Entire home/apt
34705719,Huge Bedroom w/bathroom next to Columbia U!,25182524,Paola,Manhattan,Harlem,Private room
34706349,Clean and Bright Classic Manhattan!,10032016,Eliana,Manhattan,Morningside Heights,Entire home/apt
34706620,Trendy open concept Williamsburg loft apartment,261768544,Kori,Brooklyn,Williamsburg,Entire home/apt
34706742,Cozy bedroom in East Village apt!,14253187,Gabi,Manhattan,Gramercy,Private room
34707625,Dikeman comfort is a very special Airbnb !!!!,261779182,Torrey,Brooklyn,Red Hook,Shared room
34708585,Spacious Greenpoint Loft,5665583,Sergio,Brooklyn,Greenpoint,Entire home/apt
34708657,Duplex 4 bed apt fantastic place for 10,261779847,Ben,Manhattan,East Harlem,Entire home/apt
34708692,One Bedroom Williamsburg Apartment,2513252,Stephanie,Brooklyn,Williamsburg,Entire home/apt
34709658,Hudson Yards 2 bedrooms apartment- 4-5 ppl,240099532,Luiggi,Manhattan,Hell's Kitchen,Entire home/apt
34710643,Digital Nomad Artist Studio (Cat Lovers Only),8207362,Karina,Brooklyn,Bedford-Stuyvesant,Private room
34710645,Furnished Room available in New Building with AC,82187372,David,Brooklyn,Williamsburg,Private room
34710747,BRIGHT ROOMY studio in the heart of East Village!,121767590,Samantha,Manhattan,East Village,Entire home/apt
34711204,Spacious Deluxe Accommodation in the heart of NYC!,260193759,Nyma,Manhattan,Midtown,Private room
34711249,Sonder | 116 John | Dashing 1 BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt
34711272,Double bed in living room - heart of Manhattan,261802105,Michael,Manhattan,East Village,Shared room
34711540,SOHO Industrial Chic Apartment with balcony,248335189,Patrick,Manhattan,Little Italy,Entire home/apt
34711823,COZY PRIVATE STUDIO WITH GARDEN CLOSE TO MANHATTAN,71668793,Stacey & Patrice,Brooklyn,Crown Heights,Entire home/apt
34714078,Sonder | 116 John | Vibrant Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt
34714207,"sunny quiet apartment, right next to subway",2468616,Arika,Brooklyn,Crown Heights,Entire home/apt
34714231,Exclusive Modern Deluxe Room in the heart of NYC!,260193759,Nyma,Manhattan,Midtown,Private room
34714305,Sonder | 116 John | Vibrant Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt
34714579,Private bedroom with private bathroom in Brooklyn,57189210,Fernanda,Brooklyn,Crown Heights,Private room
34715542,Bay Ridge private house,257034143,Sophia,Brooklyn,Bay Ridge,Entire home/apt
34715931,Mott Haven Dorm AA,30509656,Orit,Bronx,Port Morris,Shared room
34716310,Charming Artists Apartment near Central Park UES,79653673,Ben,Manhattan,Upper East Side,Entire home/apt
34716458,Art-Gallery Penthouse: 3BD Home in Midtown East,261852969,Yves,Manhattan,Midtown,Entire home/apt
34716516,BIG SUNNY PRIVATE ROOM in BOHEMIAN WILLIAMSBURG,246680134,Anastasiia,Brooklyn,Williamsburg,Private room
34717211,Mott Haven Dorm BB,30509656,Orit,Bronx,Port Morris,Shared room
34717395,Cozy room in  Elmhurst,261857310,Carlos,Queens,Elmhurst,Private room
34717733,TheGreystone,239661123,Shantell,Queens,Queens Village,Entire home/apt
34718010,★Pvt Room in 4BR House ★ Backyard ★Laundry ★ Room2,49164956,Abena,Brooklyn,Bedford-Stuyvesant,Private room
34718143,Charming & Cozy Bedroom in Manhattan,19638778,Synclaire,Manhattan,Inwood,Private room
34718342,★Pvt Room in 4BR House ★ Backyard ★Laundry ★Room 3,49164956,Abena,Brooklyn,Bedford-Stuyvesant,Private room
34718463,Mott Haven Dorm DD,30509656,Orit,Bronx,Port Morris,Shared room
34718504,Luxury Private Bedroom + Private Bathroom,6674394,Eri,Manhattan,Upper West Side,Private room
34718633,Mott Haven Dorm CC,30509656,Orit,Bronx,Port Morris,Shared room
34719445,Beautiful Maison In the Heart of MANHATTAN,221213143,David,Manhattan,Kips Bay,Entire home/apt
34719841,Bohemian Artist in Ridgewood,2432475,Douglas,Queens,Ridgewood,Private room
34721719,Chez vous en famille,261891944,Rosine,Bronx,Fordham,Private room
34721879,prime central park location - 2 mins to subway,261894786,Ariana,Manhattan,East Harlem,Entire home/apt
34721935,哥伦比亚大学附近步行3分钟高档公寓主卧暑期降价转租,261895213,Ing,Manhattan,Morningside Heights,Private room
34722659,NEW! Chic Designer Vanilla,259468466,Jack,Manhattan,Lower East Side,Private room
34723111,Modern 3 Bedroom! Easy Access to Manhattan!,261904019,Pete,Queens,Ridgewood,Entire home/apt
34723124,little sweet room(4),255641440,Li,Queens,Flushing,Private room
34723211,"Quiet, luxury 1BR--15minutes to Manhattan!",12898160,Sapna,Bronx,Riverdale,Entire home/apt
34723946,Suit3,257683179,H Ai,Queens,Flushing,Private room
34727487,Prime Williamsburg,9761047,Anika,Brooklyn,Williamsburg,Private room
34737337,"步行9分钟到法拉盛缅街中心的电梯房,提供免费矿泉水可乐",151810361,Jungyen,Queens,Flushing,Private room
34737386,Great Duplex in Gramercy (private bedroom + bath),15690228,Nicolas,Manhattan,Gramercy,Private room
34737998,Beautiful Studio Steps from Subway (ORANGE),29582232,Lee And Teri,Brooklyn,Flatbush,Entire home/apt
34738463,Private Group Studio Apartment,4852748,Michelle,Manhattan,Morningside Heights,Entire home/apt
34741362,M's Place,260639656,Medina,Queens,Long Island City,Entire home/apt
34741536,2 Mins Walking Distance to Empire State Building!,260193759,Nyma,Manhattan,Midtown,Private room
34741742,Enjoy the view of Empire State Building!,260193759,Nyma,Manhattan,Midtown,Private room
34741897,"A+ 700 sqft. 1BR! Walk to Col. Cir., Central Park",3236741,Eric,Manhattan,Hell's Kitchen,Entire home/apt
34741976,Charming Studio in Meatpacking District/Chelsea,262011998,Elizabeth,Manhattan,West Village,Entire home/apt
34741981,Ins Style Duplex Apt bedroom w/ private bathroom,20474743,Yahan,Queens,Flushing,Private room
34742133,Sun-drenched 2BR Oasis in Williamsburg/Greenpoint,1709876,Michael & Olivier,Brooklyn,Greenpoint,Entire home/apt
34742586,Bright and Sunny Urban Getaway,85521952,Gregory,Manhattan,Inwood,Entire home/apt
34742861,Beautiful Studio Steps from Subway (GREEN),29582232,Lee And Teri,Brooklyn,Flatbush,Entire home/apt
34743257,"Quiet, Warm Room 47 Buffalo 1F Room#3",260072882,Sammy,Brooklyn,Bedford-Stuyvesant,Private room
34743365,Modern and new Duplex next to A train,26319385,Ariadna,Brooklyn,Bedford-Stuyvesant,Entire home/apt
34743695,Spacious 2 br Apartment with Home Office,5993014,Jazmín,Brooklyn,Crown Heights,Entire home/apt
34743708,New Studio on Historic  Street,220762164,Sherley,Brooklyn,Bushwick,Private room
34744587,"HARLEM: Renovated, Cozy. 15min train to Times Sq",260599513,Lewis,Manhattan,Harlem,Private room
34744834,Brooklyns own by nyc 2nd biggest: prospect park,90695775,Jimmy,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt
34745490,Cozy one bedroom apartment with modern touch!,262035496,Omwattie,Brooklyn,East Flatbush,Entire home/apt
34745979,Sun-drenched Brooklyn town home large 3 bedroom,9450360,Rick,Brooklyn,Crown Heights,Entire home/apt
34745985,Spacious Park Slope Apartment,183817011,Yasmeen,Brooklyn,Sunset Park,Entire home/apt
34746555,The Little Italian Manor,139871943,Patrick,Manhattan,Little Italy,Private room
34748562,Prospect Park gem! Charming & chic 2 bedroom apt!,52562602,Talia,Brooklyn,Flatbush,Entire home/apt
34748987,Beautiful 1 Bedroom in the heart of Williamsburg,8305133,Jessica,Brooklyn,Williamsburg,Entire home/apt
34749200,Brand new in the heart of Bushwick,54736855,Britt & Greg,Brooklyn,Bushwick,Entire home/apt
34749210,Sobro,262047205,Adriana,Bronx,Mott Haven,Entire home/apt
34749214,Sunny days in the West Village!,17392429,Marie,Manhattan,West Village,Entire home/apt
34749431,Brooklyn Art Cove,60434059,Samantha,Brooklyn,Bushwick,Private room
34750234,Central Park West private room and bathroom,51420334,Joyee,Manhattan,Upper West Side,Private room
34751113,Spacious East Village/Alphabet City Apt,58484199,Julia,Manhattan,East Village,Private room
34751224,*Family Friendly* Room I Rooftop BAR I Near Macys,260193759,Nyma,Manhattan,Midtown,Private room
34751491,Cozy private room,262079510,Karmelle,Brooklyn,Bedford-Stuyvesant,Private room
34752945,Comfortable Bushwick bedroom,262091506,Christian,Brooklyn,Bushwick,Private room
34753028,Single room (2),255641440,Li,Queens,Flushing,Private room
34753373,Heart of the city,262094761,Home,Manhattan,Hell's Kitchen,Private room
34753379,Stylish Room in Swanky Bushwick Apartment,60235514,James,Brooklyn,Bushwick,Private room
34753453,Extra room 420friendly & breakfast,218116366,Yankee,Bronx,East Morrisania,Private room
34754084,Cozy One Bedroom Apartment,135710202,Christina,Brooklyn,Bedford-Stuyvesant,Entire home/apt
34754120,"Luxury 1 bedroom, 1 bathroom in Manhattan",2126399,Crystal,Manhattan,Harlem,Entire home/apt
34754241,Charming Hell’s Kitchen Studio,46588955,Emily,Manhattan,Hell's Kitchen,Entire home/apt
34755449,A friendly place to stay,57230304,Imanuelly,Queens,Elmhurst,Private room
34755841,"Your own private, fully furnished large room.",262116941,Paul,Manhattan,East Harlem,Private room
34756040,(= RENT ME RENT ME =),262118049,Aaron,Manhattan,Chinatown,Entire home/apt
34756976,Gigi’s Room,74633496,Justine,Bronx,University Heights,Private room
34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Will AND Kelly,Manhattan,Midtown,Entire home/apt
34759503,Sunny Private Room in Huge Manhattan Apartment,252356839,Leo,Manhattan,Harlem,Private room
34770571,Private room in heart of crown heights,28295132,Keira,Brooklyn,Crown Heights,Private room
34771161,"步行9分钟到法拉盛缅街中心的电梯房,提供免费矿泉水可乐",151810361,Jungyen,Queens,Flushing,Private room
34771521,Upper East Side 1Br - Near Central Park,262196496,Ulysse,Manhattan,East Harlem,Private room
34772058,"Entire home in Crown Heights, Brooklyn",30873439,Margarita,Brooklyn,Crown Heights,Entire home/apt
34773215,Spacious Bedroom in Brooklyn Very Close to Subway,210799153,Brandon,Brooklyn,Bedford-Stuyvesant,Private room
34773903,Great room for 2 or 3 people close to the trains,210799153,Brandon,Brooklyn,Bedford-Stuyvesant,Private room
34774305,"Eclectic, Colorful, Trendy Williamsburg Studio",261584195,Ozzie,Brooklyn,Williamsburg,Entire home/apt
34774436,Beautiful private bedroom in Brooklyn,210799153,Brandon,Brooklyn,Bedford-Stuyvesant,Private room
34774681,Hidden gem!  Private home in heart of NY village,259283179,John,Manhattan,East Village,Entire home/apt
34776151,Bedroom + den + bath w/ sep. entry in Bed Stuy!,73612539,Rebecca,Brooklyn,Bedford-Stuyvesant,Private room
34777870,Cosy 2-bedroom apartment on UES/East Harlem,41348157,Petra,Manhattan,East Harlem,Entire home/apt
34777979,"The Red Brick Abode, in the heart of Williamsburg",15010925,Carlos,Brooklyn,Williamsburg,Entire home/apt
34778518,"Cozy Studio in Manhattan, Upper East Side",262244457,Marie,Manhattan,Upper East Side,Entire home/apt
34778953,Cozy and bright room with a spectacular view,136953596,Fabio,Brooklyn,Fort Greene,Private room
34779259,3 Bedrooms Entire House for Rent,44539889,Lc,Queens,Middle Village,Entire home/apt
34780437,Great Private Room with 2 Beds Near Metro,222252623,Lisa And Julian,Brooklyn,Bedford-Stuyvesant,Private room
34780613,Large Two Floor Apartment in Hip Bushwick Area,31239719,Daniel,Brooklyn,Bushwick,Entire home/apt
34781680,"A lovely place of Zen, sunny, clean & comfortable.",41926423,Rl,Bronx,Longwood,Shared room
34782691,Mott Haven Dorm EE,30509656,Orit,Bronx,Port Morris,Shared room
34783461,West Village Garden Studio-,5264588,Trey,Manhattan,West Village,Entire home/apt
34783503,Uptown Experience on Central Park,262279497,Britt,Manhattan,East Harlem,Entire home/apt
34783887,Charming 1br in Morningside Heights,3138868,Wenfei,Manhattan,Morningside Heights,Entire home/apt
34784469,"Premier room in Downtown NYC, Spacious and Private",250825715,Cherry,Manhattan,Chinatown,Private room
34784621,Modern renovated private Apt/Washer & dryer.,35253342,Tee,Brooklyn,Bay Ridge,Entire home/apt
34784681,Brooklyn Home,262287464,Daniel,Brooklyn,Boerum Hill,Private room
34785319,Modern elegant Studio in ❤ of West Village,11211827,Vitalika,Manhattan,West Village,Entire home/apt
34785397,"Artist Room, Cozy Crown Heights",230698955,Victoria,Brooklyn,Crown Heights,Private room
34785509,Room in 3-BR NY Apt near Central Park,74211590,Thelma,Manhattan,Harlem,Private room
34785850,New! Modern Midtown East Sanctury,229486123,Manvi,Manhattan,Midtown,Entire home/apt
34785861,Bohemian private space in Brooklyn's heart,2327518,Giulio,Brooklyn,Bedford-Stuyvesant,Private room
34787483,"Shiny, comfy room, 10 minutes to Downtown Flushing",221739176,Suping,Queens,Kew Gardens Hills,Private room
34787546,Chic One Bedroom apartment,252445373,S,Manhattan,Washington Heights,Entire home/apt
34788703,Clean comfortable room,260902999,Debera,Manhattan,Harlem,Private room
34788798,The Secret Garden,41672509,Na'ama,Manhattan,Washington Heights,Private room
34788810,Amazing location apt in NYC part2 Women only!,22700616,Estrella Y.,Manhattan,Midtown,Private room
34788893,A little oasis in the big city!,39831146,George And Laura,Brooklyn,Carroll Gardens,Entire home/apt
34790340,Clean Two Bedroom Apt in Lower East Side/Chinatown,1103131,Andrew,Manhattan,Lower East Side,Entire home/apt
34790450,Village: Cozy Spacious Condo.,24064346,Gabriel,Manhattan,West Village,Entire home/apt
34790625,Sublet in the upper west side,249325265,Abdulla,Manhattan,Upper West Side,Private room
34790702,Spacious 3 br/2bath balcony views in heart of NYC,170464089,Allison,Manhattan,Murray Hill,Entire home/apt
34791292,"NY Oasis With Patio. Near Park, Dining & More!",4924477,Adelaida,Manhattan,East Village,Private room
34791422,"2 bedrooms-Apartment @ Brooklyn, Near D Subway",258118351,Artie,Brooklyn,Borough Park,Entire home/apt
34791645,Mott Haven Dorm FF,30509656,Orit,Bronx,Port Morris,Shared room
34791952,Master Suite in Brooklyn Art Cove,60434059,Samantha,Brooklyn,Bushwick,Private room
34792347,Cozy Private Room in Prime Location,233755743,Jany,Queens,Elmhurst,Private room
34793874,Upper East Side! Studio Near Museum Mile!,256718270,Tara,Manhattan,Upper East Side,Entire home/apt
34796261,Shared room in Hell's Kitchen near Times Square 1,262360035,Kuzey,Manhattan,Hell's Kitchen,Shared room
34801106,Private Lrg bedroom shared aprtmnt 12mins from NYC,217484432,Dion,Queens,Ditmars Steinway,Private room
34801761,Bushwick Brand new 3 bed 3 baths,49130598,Joanne,Brooklyn,Bushwick,Entire home/apt
34803200,"Home away from home, cozy and amenable.",23819362,Rene,Brooklyn,Canarsie,Entire home/apt
34803347,Yu,197052947,Yu,Manhattan,Roosevelt Island,Shared room
34804749,Cozy East Village Studio - Backyard Space,81351940,Rick,Manhattan,East Village,Entire home/apt
34804794,Central park North Two Bedroom,181287271,Nina,Manhattan,Harlem,Entire home/apt
34805393,Stylish 2 bedrooms Downtown Manhattan Chinatown,14156628,Bruno,Manhattan,Lower East Side,Entire home/apt
34805487,Hostal Home - Welcome Home,261854722,Jasmina,Queens,Jamaica,Private room
34805654,BEST LOCATION IN MANHATTAN!! COZY ONE BEDROOM!!,91437526,Israel,Manhattan,Hell's Kitchen,Entire home/apt
34806115,AMAZING 2 BEDROOMS IN HEART OF CHELSEA!!!,148374046,Isra,Manhattan,Chelsea,Entire home/apt
34806449,Designer New Apartment in Nomad / Flatiron,43226402,Eugene,Manhattan,Midtown,Entire home/apt
34808422,Vibrant Spacious Artist Friendly Apt in Brooklyn!,7952814,Imani,Brooklyn,Bedford-Stuyvesant,Entire home/apt
34809450,Fantastic Apartment in Greenpoint,2157562,Athena,Brooklyn,Greenpoint,Entire home/apt
34809791,Bright Private room in Brooklyn Chinatown,171495922,Stanley,Brooklyn,Sunset Park,Private room
34809828,Cuarto con ambiente Familiar solo adultos,262436389,Edmea Valeria,Queens,Maspeth,Private room
34810052,Cozy & clean place - 15min from Manhattan,262394284,Klara,Queens,Astoria,Private room
34810330,Subway M/R<2min>& 7 Line<5min> Quiet neighborhood,19303369,Hiroki,Queens,Woodside,Private room
34810928,Spacious Washington Heights Oasis with Laundry,7313602,Amy,Manhattan,Washington Heights,Entire home/apt
34811838,Experience the cozy #VanLife in NYC/East Village!,262452748,Nancy,Manhattan,East Village,Entire home/apt
34812124,Sunny New York Apartment w/ 2 Spacious Bedrooms!,131103134,Daniel,Manhattan,Upper East Side,Entire home/apt
34812586,cozy manhattan hideaway,222201467,Alfie,Manhattan,Upper East Side,Entire home/apt
34812878,"Beauty, Shared Room Near Central Park 4",262360035,Kuzey,Manhattan,Hell's Kitchen,Shared room
34813137,East Village Room,262461078,Sofi,Manhattan,East Village,Private room
34813189,Shared apt by Central Park Near Times Square 2,262360035,Kuzey,Manhattan,Hell's Kitchen,Shared room
34813344,AWESOME LOCATION!! NEWLY REMODELED APARTMENT!!,262434396,Angeline,Brooklyn,Williamsburg,Entire home/apt
34813479,"Cozy apartment ,Shared Room Heart of Manhattan 5",262360035,Kuzey,Manhattan,Hell's Kitchen,Shared room
34813770,AMAZING ONE MONTH SUBLET IN WILLIAMSBURG!!!,259826953,Yaron,Brooklyn,Williamsburg,Private room
34813879,Times Square & Central Park Plus Design,480943,Ro,Manhattan,Hell's Kitchen,Entire home/apt
34813915,"Beauty Apt ,Shared Room in Hell's Kitchen 6",262360035,Kuzey,Manhattan,Hell's Kitchen,Shared room
34813955,Gateway to Harlem Luxury,35100060,Jessica,Manhattan,Harlem,Private room
